db,country,site,latitude,longitude
darling_etal_2019,Australia,Agincourt 1,-16.0567,145.8667
darling_etal_2019,Australia,Agincourt 2a,-16.0215,145.8484
darling_etal_2019,Australia,Agincourt 2d,-16.039,145.8328
darling_etal_2019,Australia,Agincourt 2d Control,-16.0361,145.8354
darling_etal_2019,Australia,Agincourt 3,-15.9823,145.8226
darling_etal_2019,Australia,Agincourt 3 Control,-15.9899,145.826
darling_etal_2019,Australia,Agincourt 4,-15.9701,145.8201
darling_etal_2019,Australia,Aquariumwall_sthHorsburgh_20m,-12.08226976,96.83171924
darling_etal_2019,Australia,Aquariumwall_sthHorsburgh_5m,-12.08226976,96.83171924
darling_etal_2019,Australia,B1,-20.1616,149.0205
darling_etal_2019,Australia,B2,-20.1818,149.0363
darling_etal_2019,Australia,B3,-20.1789,149.0409
darling_etal_2019,Australia,B4,-20.161,149.0396
darling_etal_2019,Australia,B5,-20.1548,149.0349
darling_etal_2019,Australia,B6,-20.1558,149.0264
darling_etal_2019,Australia,Bait Reef 2,-19.8111,149.0637
darling_etal_2019,Australia,Bar Flats,-25.8518443,113.3480128
darling_etal_2019,Australia,BL1,-20.0781,148.8945
darling_etal_2019,Australia,BL2,-20.0782,148.8903
darling_etal_2019,Australia,Black Rock,-30.948371,153.076078
darling_etal_2019,Australia,BrambleShelteredFlat3,-18.447778,146.729444
darling_etal_2019,Australia,Broadhurst Reef,-25.63384488,113.3727344
darling_etal_2019,Australia,Bruboodjoo,-22.94475667,113.7788233
darling_etal_2019,Australia,Bundegi,-21.82721,114.17987
darling_etal_2019,Australia,Bundegi SZ North,-21.8559,114.16743
darling_etal_2019,Australia,Bundegi SZ South,-21.87139,114.15723
darling_etal_2019,Australia,Bundera,-22.39953,113.7417967
darling_etal_2019,Australia,C1,-18.6786,146.5518
darling_etal_2019,Australia,C2,-18.6712,146.5496
darling_etal_2019,Australia,C3,-18.6749,146.544
darling_etal_2019,Australia,C4,-18.6536,146.5415
darling_etal_2019,Australia,C6,-18.6858,146.5607
darling_etal_2019,Australia,Cabbage Tree Island,-32.686,152.2225
darling_etal_2019,Australia,Cape Farquhar,-23.62267,113.6158933
darling_etal_2019,Australia,Centrallagoonsite1_5m,-12.14573333,96.85423333
darling_etal_2019,Australia,CLA_20m,-10.42033333,105.6725333
darling_etal_2019,Australia,CLA_5m,-10.42033333,105.6725333
darling_etal_2019,Australia,Cleft Rock,-24.80740633,113.166442
darling_etal_2019,Australia,Clerke 11,-17.34537785,119.3508777
darling_etal_2019,Australia,Clerke 12,-17.30386828,119.3357688
darling_etal_2019,Australia,Clerke 13,-17.31156622,119.3678596
darling_etal_2019,Australia,Clerke 14,-17.28344341,119.3733325
darling_etal_2019,Australia,Clerke 1B,-17.24608748,119.3513938
darling_etal_2019,Australia,Clerke 20,-17.30796132,119.3713599
darling_etal_2019,Australia,Clerke 21,-17.3202739,119.3607558
darling_etal_2019,Australia,Clerke 25,-17.31521058,119.3679473
darling_etal_2019,Australia,Clerke 26,-17.29812,119.3419169
darling_etal_2019,Australia,Clerke 27,-17.31331354,119.3783589
darling_etal_2019,Australia,Clerke 28,-17.29902773,119.37575
darling_etal_2019,Australia,Clerke 29,-17.29164,119.3585282
darling_etal_2019,Australia,Clerke 9,-17.3568108,119.3834
darling_etal_2019,Australia,Clerke 9 deep,-17.35655749,119.3842002
darling_etal_2019,Australia,CLERKE RS2 1 WA,-17.28428333,119.3769167
darling_etal_2019,Australia,CLERKE RS2 2 WA,-17.28801667,119.3775
darling_etal_2019,Australia,CLERKE RS2 3 WA,-17.29266667,119.3781333
darling_etal_2019,Australia,Cloates,-22.86320667,113.76004
darling_etal_2019,Australia,Cook Island,-28.19627,153.57632
darling_etal_2019,Australia,Coral Bay,-23.13059,113.75322
darling_etal_2019,Australia,D1,-20.1554,149.0715
darling_etal_2019,Australia,DaviesExposedCrest1,-18.81833333,147.6654167
darling_etal_2019,Australia,DaviesExposedCrest2,-18.81686111,147.6673611
darling_etal_2019,Australia,DaviesExposedCrest3,-18.81038889,147.6711944
darling_etal_2019,Australia,DaviesExposedFlat1,-18.81833333,147.6654167
darling_etal_2019,Australia,DaviesExposedFlat2,-18.81686111,147.6673611
darling_etal_2019,Australia,DaviesExposedFlat3,-18.81038889,147.6711944
darling_etal_2019,Australia,DaviesExposedSlope1,-18.81833333,147.6654167
darling_etal_2019,Australia,DaviesExposedSlope2,-18.81686111,147.6673611
darling_etal_2019,Australia,DaviesExposedSlope3,-18.81038889,147.6711944
darling_etal_2019,Australia,DaviesShelteredCrest1,-18.80180556,147.6558056
darling_etal_2019,Australia,DaviesShelteredCrest2,-18.80294444,147.6511111
darling_etal_2019,Australia,DaviesShelteredCrest3,-18.80358333,147.6472222
darling_etal_2019,Australia,DaviesShelteredFlat1,-18.80180556,147.6558056
darling_etal_2019,Australia,DaviesShelteredFlat2,-18.80294444,147.6511111
darling_etal_2019,Australia,DaviesShelteredFlat3,-18.80358333,147.6472222
darling_etal_2019,Australia,DaviesShelteredSlope1,-18.80180556,147.6558056
darling_etal_2019,Australia,DaviesShelteredSlope2,-18.80294444,147.6511111
darling_etal_2019,Australia,DaviesShelteredSlope3,-18.80358333,147.6472222
darling_etal_2019,Australia,DI_20m,-12.08850618,96.87154274
darling_etal_2019,Australia,DI_5m,-12.08850618,96.87154274
darling_etal_2019,Australia,Dip Reef,-18.4038,147.4488
darling_etal_2019,Australia,DoneReef_10,-16.57,146.11
darling_etal_2019,Australia,DoneReef_20,-16.57,146.11
darling_etal_2019,Australia,DoneReef_30,-16.57,146.11
darling_etal_2019,Australia,DU1,-20.1723,149.0074
darling_etal_2019,Australia,DU2,-20.1752,149.0096
darling_etal_2019,Australia,E1,-20.2315,149.0425
darling_etal_2019,Australia,East Koks Is,-24.75690297,113.1622273
darling_etal_2019,Australia,Egg Island (Quoin Bluff),-25.89817824,113.1546727
darling_etal_2019,Australia,Eisvldt_20m,-10.44076667,105.6592
darling_etal_2019,Australia,Eisvldt_5m,-10.44076667,105.6592
darling_etal_2019,Australia,Elizabeth1_10m,-29.95268333,159.0215833
darling_etal_2019,Australia,Elizabeth1_4m,-29.95268333,159.0215833
darling_etal_2019,Australia,Elizabeth2_3m,-29.94333333,159.0183333
darling_etal_2019,Australia,Elizabeth2_8m,-29.94333333,159.0183333
darling_etal_2019,Australia,Elizabeth3_3m,-29.93283333,159.0231667
darling_etal_2019,Australia,Elizabeth3_9m,-29.93283333,159.0231667
darling_etal_2019,Australia,Elizabeth4_3m,-29.92693333,159.0401
darling_etal_2019,Australia,Elizabeth4_9m,-29.92693333,159.0401
darling_etal_2019,Australia,Elizabeth5_3m,-29.91855,159.0605833
darling_etal_2019,Australia,Elizabeth5_9m,-29.91855,159.0605833
darling_etal_2019,Australia,Elizabeth6_1m,-29.935225,159.0911833
darling_etal_2019,Australia,Elizabeth6_5m,-29.935225,159.0911833
darling_etal_2019,Australia,Elizabeth7_2m,-29.93616667,159.0516167
darling_etal_2019,Australia,Elizabeth7_6m,-29.93616667,159.0516167
darling_etal_2019,Australia,Erscott_2m,-31.54724,159.062904
darling_etal_2019,Australia,Erscott_8m,-31.54724,159.062904
darling_etal_2019,Australia,Erscotts_3m,-31.54724,159.062904
darling_etal_2019,Australia,Ethel Beach_20m,-10.46386667,105.7082333
darling_etal_2019,Australia,Ethel Beach_5m,-10.46386667,105.7082333
darling_etal_2019,Australia,Fairey Reef,-19.5337,148.9337
darling_etal_2019,Australia,Fairey Reef 2,-19.5337,148.9337
darling_etal_2019,Australia,Fingal Island,-32.7402,152.1947333
darling_etal_2019,Australia,Flat Rock,-27.39306,153.5522
darling_etal_2019,Australia,Flinders Reef,-26.97765,153.48412
darling_etal_2019,Australia,Flying Fish Cove_20m,-10.42866667,105.66815
darling_etal_2019,Australia,Flying Fish Cove_5m,-10.42866667,105.66815
darling_etal_2019,Australia,Flynn Reef,-16.7879,146.2679
darling_etal_2019,Australia,Fork Reef 2,-18.611,147.566
darling_etal_2019,Australia,GK1,-23.1489,150.9745
darling_etal_2019,Australia,GK2,-23.1535,150.9766
darling_etal_2019,Australia,GK3,-23.1766,150.9894
darling_etal_2019,Australia,GK4,-23.1817,150.9915
darling_etal_2019,Australia,GK5,-23.19,150.9829
darling_etal_2019,Australia,GK6,-23.1869,150.9749
darling_etal_2019,Australia,GK7,-23.1911,150.9637
darling_etal_2019,Australia,GK8,-23.176,150.9832
darling_etal_2019,Australia,GK9,-23.1959,150.9367
darling_etal_2019,Australia,Gnarraloo Bay,-23.76169,113.54283
darling_etal_2019,Australia,H1,-23.1973,150.9731
darling_etal_2019,Australia,H2,-23.2007,150.9732
darling_etal_2019,Australia,H3,-23.201,150.9658
darling_etal_2019,Australia,Hardy Reef 3,-19.7425,149.1826
darling_etal_2019,Australia,HastingsReef_10,-16.50303333,146.02995
darling_etal_2019,Australia,HastingsReef_20,-16.50303333,146.02995
darling_etal_2019,Australia,HB1,-20.1439,148.9461
darling_etal_2019,Australia,HB2,-20.1305,148.9461
darling_etal_2019,Australia,HB3,-20.0918,148.9516
darling_etal_2019,Australia,HB4,-20.0871,148.9525
darling_etal_2019,Australia,HB5,-20.0702,148.9613
darling_etal_2019,Australia,HB7,-20.0922,148.9553
darling_etal_2019,Australia,HE1,-20.058,148.9005
darling_etal_2019,Australia,HE2,-20.0536,148.899
darling_etal_2019,Australia,HE3,-20.0413,148.8894
darling_etal_2019,Australia,HG1,-20.0604,148.9569
darling_etal_2019,Australia,HG2,-20.0625,148.9528
darling_etal_2019,Australia,HG3,-20.0639,148.9455
darling_etal_2019,Australia,HG4,-20.0664,148.9399
darling_etal_2019,Australia,HG5,-20.0688,148.9358
darling_etal_2019,Australia,HG7,-20.0608,148.9617
darling_etal_2019,Australia,HomeIsland_20m,-12.12381678,96.91083067
darling_etal_2019,Australia,HomeIsland_5m,-12.12381678,96.91083067
darling_etal_2019,Australia,Homestead,-25.98327188,113.1899436
darling_etal_2019,Australia,Hospital Bay Anchorage,-24.79570235,113.1692184
darling_etal_2019,Australia,HW1,-20.0404,148.881
darling_etal_2019,Australia,HW2,-20.0466,148.8807
darling_etal_2019,Australia,HW3,-20.0507,148.8785
darling_etal_2019,Australia,HY1,-20.0642,148.9152
darling_etal_2019,Australia,HY2,-20.0684,148.9062
darling_etal_2019,Australia,HY3,-20.0754,148.9014
darling_etal_2019,Australia,Imperieuse 27,-17.54445311,118.9695432
darling_etal_2019,Australia,IMPERIEUSE RS3 1 WA,-17.54793333,118.9738333
darling_etal_2019,Australia,IMPERIEUSE RS3 2 WA,-17.55278333,118.9734667
darling_etal_2019,Australia,IMPERIEUSE RS3 3 WA,-17.55836667,118.9725333
darling_etal_2019,Australia,Imperiuese 1,-17.498686,118.953006
darling_etal_2019,Australia,Imperiuese 10,-17.61061402,118.9697002
darling_etal_2019,Australia,Imperiuese 13,-17.56032001,118.941284
darling_etal_2019,Australia,Imperiuese 14,-17.5493,118.9664667
darling_etal_2019,Australia,Imperiuese 19,-17.59072222,118.9494889
darling_etal_2019,Australia,Imperiuese 24,-17.609646,118.963686
darling_etal_2019,Australia,Imperiuese 26,-17.57945,118.9687233
darling_etal_2019,Australia,Imperiuese 9,-17.61072533,118.9748751
darling_etal_2019,Australia,Inner Gneering Shoals,-26.64858,153.18344
darling_etal_2019,Australia,IsabellaReef_10,-16.49417,146.001
darling_etal_2019,Australia,IsabellaReef_20,-16.49417,146.001
darling_etal_2019,Australia,IsabellaReef_30,-16.49417,146.001
darling_etal_2019,Australia,JennyLouiseShoal_10,-16.76,146.35
darling_etal_2019,Australia,JennyLouiseShoal_20,-16.76,146.35
darling_etal_2019,Australia,JennyLouiseShoal_30,-16.76,146.35
darling_etal_2019,Australia,JohnBrewerExposedCrest1,-18.64647222,147.0528056
darling_etal_2019,Australia,JohnBrewerExposedCrest2,-18.64605556,147.0489444
darling_etal_2019,Australia,JohnBrewerExposedCrest3,-18.6465,147.0441944
darling_etal_2019,Australia,JohnBrewerExposedFlat1,-18.64647222,147.0528056
darling_etal_2019,Australia,JohnBrewerExposedFlat2,-18.64605556,147.0489444
darling_etal_2019,Australia,JohnBrewerExposedFlat3,-18.6465,147.0441944
darling_etal_2019,Australia,JohnBrewerExposedSlope1,-18.64647222,147.0528056
darling_etal_2019,Australia,JohnBrewerExposedSlope2,-18.64605556,147.0489444
darling_etal_2019,Australia,JohnBrewerExposedSlope3,-18.6465,147.0441944
darling_etal_2019,Australia,JohnBrewerShelteredCrest1,-18.62625,147.0333611
darling_etal_2019,Australia,JohnBrewerShelteredCrest2,-18.62783333,147.0306944
darling_etal_2019,Australia,JohnBrewerShelteredCrest3,-18.62883333,147.0272222
darling_etal_2019,Australia,JohnBrewerShelteredFlat1,-18.62625,147.0333611
darling_etal_2019,Australia,JohnBrewerShelteredFlat2,-18.62783333,147.0306944
darling_etal_2019,Australia,JohnBrewerShelteredFlat3,-18.62883333,147.0272222
darling_etal_2019,Australia,JohnBrewerShelteredSlope1,-18.62625,147.0333611
darling_etal_2019,Australia,JohnBrewerShelteredSlope2,-18.62783333,147.0306944
darling_etal_2019,Australia,JohnBrewerShelteredSlope3,-18.62883333,147.0272222
darling_etal_2019,Australia,Julian Rocks Nursery,-28.61087,153.62809
darling_etal_2019,Australia,Julian Rocks Trench,-28.61257,153.62863
darling_etal_2019,Australia,Kelso Reef,-18.807,147.6642
darling_etal_2019,Australia,Knuckle Reef,-19.5536,149.2704
darling_etal_2019,Australia,Knuckle Reef 2,-19.5536,149.2704
darling_etal_2019,Australia,L1,-20.0778,148.8742
darling_etal_2019,Australia,Lefroy Bay,-22.50297667,113.6999233
darling_etal_2019,Australia,Light Reef,-16.0209,145.8068
darling_etal_2019,Australia,Little Black Reef,-19.7676,149.3675
darling_etal_2019,Australia,Little Kelso Reef 2,-18.4658,146.9915
darling_etal_2019,Australia,Lizard_10a,-14.64683333,145.4517
darling_etal_2019,Australia,Lizard_10b,-14.64683333,145.4517
darling_etal_2019,Australia,Lizard_11a,-14.68278333,145.4719667
darling_etal_2019,Australia,Lizard_11b,-14.68278333,145.4719667
darling_etal_2019,Australia,Lizard_12a,-14.67245,145.4774167
darling_etal_2019,Australia,Lizard_12b,-14.67245,145.4774167
darling_etal_2019,Australia,Lizard_13a,-14.68946667,145.4647
darling_etal_2019,Australia,Lizard_13b,-14.68946667,145.4647
darling_etal_2019,Australia,Lizard_14a,-14.7006,145.4449
darling_etal_2019,Australia,Lizard_14b,-14.7006,145.4449
darling_etal_2019,Australia,Lizard_1a,-14.6977,145.4629667
darling_etal_2019,Australia,Lizard_1b,-14.6977,145.4629667
darling_etal_2019,Australia,Lizard_2a,-14.69146667,145.4692333
darling_etal_2019,Australia,Lizard_2b,-14.69146667,145.4692333
darling_etal_2019,Australia,Lizard_3a,-14.64805,145.45555
darling_etal_2019,Australia,Lizard_3b,-14.64805,145.45555
darling_etal_2019,Australia,Lizard_4a,-14.661,145.47
darling_etal_2019,Australia,Lizard_4b,-14.661,145.47
darling_etal_2019,Australia,Lizard_5a,-14.68645,145.4377667
darling_etal_2019,Australia,Lizard_5b,-14.68645,145.4377667
darling_etal_2019,Australia,Lizard_6a,-14.65156667,145.4486833
darling_etal_2019,Australia,Lizard_6b,-14.65156667,145.4486833
darling_etal_2019,Australia,Lizard_7a,-14.69815,145.4484
darling_etal_2019,Australia,Lizard_7b,-14.69815,145.4484
darling_etal_2019,Australia,Lizard_8a,-14.66455,145.44525
darling_etal_2019,Australia,Lizard_8b,-14.66455,145.44525
darling_etal_2019,Australia,Lizard_9a,-14.68953333,145.4578333
darling_etal_2019,Australia,Lizard_9b,-14.68953333,145.4578333
darling_etal_2019,Australia,LyradReef_10,-17.05,146.37
darling_etal_2019,Australia,LyradReef_20,-17.05,146.37
darling_etal_2019,Australia,LyradReef_30,-17.05,146.37
darling_etal_2019,Australia,M1,-23.1715,150.9236
darling_etal_2019,Australia,M2,-23.1695,150.9172
darling_etal_2019,Australia,M3,-23.1551,150.9213
darling_etal_2019,Australia,M4,-23.1677,150.9255
darling_etal_2019,Australia,Mermaid 1,-17.0286,119.6181
darling_etal_2019,Australia,MERMAID RS1 1 WA,-17.066,119.64965
darling_etal_2019,Australia,MERMAID RS1 2 WA,-17.07166667,119.6529667
darling_etal_2019,Australia,MERMAID RS1 3 WA,-17.07608333,119.6544167
darling_etal_2019,Australia,MI2,-23.1551,150.9075
darling_etal_2019,Australia,MichaelmasReef_10,-16.55553333,146.0568667
darling_etal_2019,Australia,MichaelmasReef_20,-16.55553333,146.0568667
darling_etal_2019,Australia,Mid2_10,-19.12,148.26
darling_etal_2019,Australia,Mid2_20,-19.12,148.26
darling_etal_2019,Australia,Mid3_30,-19.17,148.68
darling_etal_2019,Australia,Middleton1_3m,-29.4435,159.0976667
darling_etal_2019,Australia,Middleton1_7m,-29.4435,159.0976667
darling_etal_2019,Australia,Middleton2_2m,-29.45295,159.08435
darling_etal_2019,Australia,Middleton2_8m,-29.45295,159.08435
darling_etal_2019,Australia,Middleton3_3m,-29.45371667,159.0656667
darling_etal_2019,Australia,Middleton4_1m,-29.4429,159.1150167
darling_etal_2019,Australia,Middleton4_5m,-29.4429,159.1150167
darling_etal_2019,Australia,Middleton5_10m,-29.448,159.0551667
darling_etal_2019,Australia,Middleton5_4m,-29.448,159.0551667
darling_etal_2019,Australia,Middleton6_10m,-29.47728333,159.1216
darling_etal_2019,Australia,Middleton6_4m,-29.47728333,159.1216
darling_etal_2019,Australia,Middleton7_10m,-29.43005,159.1331333
darling_etal_2019,Australia,Middleton7_4m,-29.43005,159.1331333
darling_etal_2019,Australia,Middleton8_3m,-29.48476667,159.0766167
darling_etal_2019,Australia,Middleton8_9m,-29.48476667,159.0766167
darling_etal_2019,Australia,Middleton9_10m,-29.45436667,159.1422
darling_etal_2019,Australia,Middleton9_4m,-29.45436667,159.1422
darling_etal_2019,Australia,Million Dollar Bommy_20m,-10.45636667,105.6359167
darling_etal_2019,Australia,Million Dollar Bommy_5m,-10.45636667,105.6359167
darling_etal_2019,Australia,Moore Reef Control,-16.884,146.1967
darling_etal_2019,Australia,Moore Reef Great Adventures,-16.8506,146.2323
darling_etal_2019,Australia,Moore Reef Sunlovers,-16.8883,146.1922
darling_etal_2019,Australia,Moore Reef Sunlovers 2,-16.8883,146.1922
darling_etal_2019,Australia,Mudjimba,-26.61614,153.11296
darling_etal_2019,Australia,Muiron Island North,-21.65631,114.3744367
darling_etal_2019,Australia,Muiron Island South,-21.6775,114.3461233
darling_etal_2019,Australia,Murat,-21.82376,114.1847
darling_etal_2019,Australia,Muttonbird Island,-30.3033,153.15112
darling_etal_2019,Australia,Net Reef,-19.548,149.1078
darling_etal_2019,Australia,NK1,-23.0799,150.8837
darling_etal_2019,Australia,NK3,-23.0845,150.8852
darling_etal_2019,Australia,NK5,-23.087,150.8922
darling_etal_2019,Australia,NK8,-23.0853,150.9026
darling_etal_2019,Australia,Norman Reef,-16.4218,145.8068
darling_etal_2019,Australia,Norman Reef Control,-16.4254,145.9914
darling_etal_2019,Australia,Norman Reef Control 2,-16.4254,145.9914
darling_etal_2019,Australia,North Bay_2m,-31.523944,159.044617
darling_etal_2019,Australia,North Bay_8m,-31.523944,159.044617
darling_etal_2019,Australia,North Passage_3m,-31.529634,159.049841
darling_etal_2019,Australia,North Rock,-29.97339,153.25717
darling_etal_2019,Australia,NORTH SCOT SL4 1 WA,-14.02068333,121.85465
darling_etal_2019,Australia,NORTH SCOT SL4 2 WA,-14.02068333,121.85465
darling_etal_2019,Australia,NORTH SCOT SL4 3 WA,-14.02068333,121.85465
darling_etal_2019,Australia,NORTH SCOT SS2 1 WA,-13.92793333,121.9178167
darling_etal_2019,Australia,NORTH SCOT SS2 2 WA,-13.92793333,121.9178167
darling_etal_2019,Australia,NORTH SCOT SS2 3 WA,-13.92793333,121.9178167
darling_etal_2019,Australia,North Solitary Island,-29.927723,153.389619
darling_etal_2019,Australia,North West Point_20m,-10.44821667,105.54715
darling_etal_2019,Australia,North West Point_5m,-10.44821667,105.54715
darling_etal_2019,Australia,North West Solitary Island,-30.018969,153.269667
darling_etal_2019,Australia,Nth Passage South_2m,-31.529634,159.049841
darling_etal_2019,Australia,Nth Passage South_8m,-31.529634,159.049841
darling_etal_2019,Australia,NthLagoonsite1_5m,-12.1067,96.84341667
darling_etal_2019,Australia,NthLagoonsite2_20m,-12.1221,96.8459
darling_etal_2019,Australia,NthLagoonsite2_5m,-12.1221,96.8459
darling_etal_2019,Australia,NthLagoonsite2_7m,-12.1221,96.8459
darling_etal_2019,Australia,OE2,-18.6388,146.5023
darling_etal_2019,Australia,OE3,-18.6256,146.503
darling_etal_2019,Australia,OE4,-18.6028,146.5016
darling_etal_2019,Australia,OE5,-18.5917,146.5003
darling_etal_2019,Australia,OE6,-18.5841,146.4915
darling_etal_2019,Australia,OnyxReef_10,-16.43,146.08
darling_etal_2019,Australia,OnyxReef_20,-16.43,146.08
darling_etal_2019,Australia,OnyxReef_30,-16.43,146.08
darling_etal_2019,Australia,OropesaShoal_10,-16.55683,145.9992
darling_etal_2019,Australia,OropesaShoal_20,-16.55683,145.9992
darling_etal_2019,Australia,OropesaShoal_30,-16.55683,145.9992
darling_etal_2019,Australia,OS1,-18.6026,146.4853
darling_etal_2019,Australia,OS2,-18.5906,146.4835
darling_etal_2019,Australia,OS3,-18.5754,146.4751
darling_etal_2019,Australia,OS4,-18.5725,146.4765
darling_etal_2019,Australia,OS5,-18.5682,146.4754
darling_etal_2019,Australia,OS6,-18.5592,146.4913
darling_etal_2019,Australia,Osprey,-22.24567333,113.8297767
darling_etal_2019,Australia,OuterShoal_10,-16.99,146.52
darling_etal_2019,Australia,OuterShoal_20,-16.99,146.52
darling_etal_2019,Australia,OuterShoal_30,-16.99,146.52
darling_etal_2019,Australia,Oyster Stacks 1,-22.13247463,113.8764396
darling_etal_2019,Australia,Pakhoi_20,-19.45,147.88
darling_etal_2019,Australia,Pakhoi_30,-19.45,147.88
darling_etal_2019,Australia,PE1,-18.5925,146.4897
darling_etal_2019,Australia,PE2,-18.5547,146.5009
darling_etal_2019,Australia,PE3,-18.5547,146.5022
darling_etal_2019,Australia,PE4,-18.5505,146.5021
darling_etal_2019,Australia,PE5,-18.5401,146.5011
darling_etal_2019,Australia,PE6,-18.5381,146.4924
darling_etal_2019,Australia,Pelican,-23.33300333,113.7792167
darling_etal_2019,Australia,Pot Holes_2m,-31.560457,159.071976
darling_etal_2019,Australia,Pot Holes_3m,-31.560457,159.071976
darling_etal_2019,Australia,Potholes_8m,-31.560457,159.071976
darling_etal_2019,Australia,Prison_20m,-12.10243887,96.89124216
